mid,uid,content,time
4916860858930390,6028858423,"#年轻人恐婚恐育的真正原因是什么#
真正原因！",2023年06月26日 12:40
4916855728769705,5996008581,"难过的不是结局不够好，而是付出的真诚没有被善待。
——网易云音乐热评《自动弃权》
#年轻人恐婚恐育的真正原因是什么#",2023年06月26日 12:20
4916854676262128,1770025702,"#年轻人恐婚恐育的真正原因是什么#
只有208们天天只需要考虑爱不爱 普通人要考虑经济压力的OK？",2023年06月26日 12:16
4916854475459789,6735651309,"#年轻人恐婚恐育的真正原因是什么#
我不恐 因为我没有结婚这个打算",2023年06月26日 12:15
4916854101904441,3817425468,"#年轻人恐婚恐育的真正原因是什么#
说不到点上，建议别说",2023年06月26日 12:13
4916853865977515,5684225495,"#年轻人恐婚恐育的真正原因是什么#
不想夏天泡厨房，不想洗好多碗，不想领娃",2023年06月26日 12:12
4916853640271131,6374754244,"#年轻人恐婚恐育的真正原因是什么#
因为没钱",2023年06月26日 12:12
4916852541886855,3806782586,"#年轻人恐婚恐育的真正原因是什么#
有翟欣欣之流的存在，结婚率能上去才怪。。
没有结婚证，妥妥的敲诈勒索罪，分分钟抓起来10年起步。
就因为结个婚有个证，差点逃脱法律的制裁，六年才有个结果。。
这毒瘤不除，结婚都有后怕。。",2023年06月26日 12:07
4916852452493594,6693723986,"#年轻人恐婚恐育的真正原因是什么#
没钱吧，毕竟这世界上用钱解决不了的问题几乎没有",2023年06月26日 12:07
4916852326666993,5580493668,"#年轻人恐婚恐育的真正原因是什么#
原因是不想生娃恐育，不想多花钱养娃，带娃恐婚，自己都快养不活了还养孩子

2
武汉",2023年06月26日 12:06
4916852281842897,2795435707,"已婚妇女要记住这三个电话：
1.如果你在经济上有困难，请不起律师，可以拨打12348寻求法律援助。
2.如果你在婚姻中受到伤害，可以打12338，寻求有关部门帮助。
3.如果你遇到了家暴，及时拨打110，并且保管好报警和接警的回执，配合好警察做笔录，这将成为你日后和对方离婚的有力证据。
via律师张大姐  感谢分享[锦鲤附体]
网友讨论~
#年轻人恐婚恐育的真正原因是什么#
，无论如何相关法律知识马住
L
法治四川的微博视频",2023年06月26日 12:06
4916851747848316,7500287602,"#年轻人恐婚恐育的真正原因是什么#
因为看到三次元就能闻到尸臭味",2023年06月26日 12:04
4916850679617498,6606222096,"#年轻人恐婚恐育的真正原因是什么#
额 因为男的烂啊",2023年06月26日 12:00
4916850254943689,5150183098,"#年轻人恐婚恐育的真正原因是什么#
恐病态的社会环境文化氛围式微的前景和漏底的法制啊",2023年06月26日 11:58
4916849953475100,1914650447,"#年轻人恐婚恐育的真正原因是什么#
女生们，下嫁不如当保姆，当保姆至少有钱",2023年06月26日 11:57
4916849638381860,7776214842,"#年轻人恐婚恐育的真正原因是什么#
哎～我不怕迁就对方，不怕投入时间，喜欢小孩，可以做家务，恐婚恐育只是因为经济原因",2023年06月26日 11:56
4916849105964590,5238871503,"#年轻人恐婚恐育的真正原因是什么#
明知故问",2023年06月26日 11:54
4916849034925133,6721386659,"#年轻人恐婚恐育的真正原因是什么#
没钱",2023年06月26日 11:53
4916848941866503,2905305454,"#年轻人恐婚恐育的真正原因是什么#
因为穷，因为不想被束缚 ，因为害怕遇人不淑 ，最害怕的是生娃疼",2023年06月26日 11:53
4916848401056797,7721720565,"#年轻人恐婚恐育的真正原因是什么#
嗯？？这个问题为什么要问已婚已育且不缺钱的人？",2023年06月26日 11:51
4916847625637718,6553723524,"#年轻人恐婚恐育的真正原因是什么#
讨论一下，婚后遇到自己更喜欢的人怎么办？",2023年06月26日 11:48
4916847549351707,6478690004,"#年轻人恐婚恐育的真正原因是什么#
恐婚还是因为怕家暴出轨，看的越多越不敢赌人性。恐育是因为没钱哈哈哈。",2023年06月26日 11:47
4916847285897396,6558403543,"#年轻人恐婚恐育的真正原因是什么#
只有明星这种不为生活压力所发愁的群体才会考虑精神层面的问题。结婚生育的成本太高了，导致人们没机会考虑男女双方是否彼此包容等一系列问题。",2023年06月26日 11:46
4916846929642518,1809511360,"#年轻人恐婚恐育的真正原因是什么#
何来恐惧，成年人的选择而已，自由的成年人有权利作出自己的选择。",2023年06月26日 11:45
4916846686634704,5636091829,"#年轻人恐婚恐育的真正原因是什么#
不结婚，我可能在上学上班，在旅途中，在父母身边。
结了婚，我可能在山下海底，在冰柜里，在下水道里",2023年06月26日 11:44
4916846568670021,1037991651,"#年轻人恐婚恐育的真正原因是什么#
从幼儿园就开始的内卷透支了大多家庭的人力与物力，结婚生娃成本太高！",2023年06月26日 11:43
4916846388055525,5127222742,"#年轻人恐婚恐育的真正原因是什么#
没钱",2023年06月26日 11:43
4916846383861784,6905581501,"著名财经专家叶檀博士因工作劳累过度而患乳腺癌晚期，经救治病情稳定后她自述病中后悔丁克。看视频时我就感觉她丈夫没有照顾她
，今天看到有媒体显示【常居国外的丈夫，除了在叶檀确诊后陪伴了她一周时间，而后就又回美国再没回来过。】丁克男性老了病了都有丁克女性照顾，但丁克女性的晚年就是这个问题无解
。李建群老师患癌住院后，老伴儿陈家林导演同样不知所踪。
#年轻人恐婚恐育的真正原因是什么#

L
清华小滚珠的微博视频",2023年06月26日 11:43
4916846022627825,7599455368,"#年轻人恐婚恐育的真正原因是什么#
我怕男人谋杀",2023年06月26日 11:41
4916845608702181,6747311937,"#年轻人恐婚恐育的真正原因是什么#
家暴十六次的第二次就报警了，结果是什么。就这离都离不掉，谁还敢结啊？",2023年06月26日 11:40
4916845587729032,5855998254,"#年轻人恐婚恐育的真正原因是什么#
啊，srds什么时候能别再说年轻一代是被宠着惯着长大的，现在的生存压力，大环境之类的才是真正原因吧",2023年06月26日 11:40
4916845583272883,5510544196,"#年轻人恐婚恐育的真正原因是什么#
如果激发不了年轻人生育的欲望，只生一胎的家庭会更加艰难！
看2022年国内新生儿数据，一孩，和二孩的比例。二胎的数量，超过了一胎的数量。也就说，那些生育2个孩子以上的家庭，超过了只生一个孩子以上的家庭。这就会导致一个很明显的问题。
过去独生子女是多数，以后独生子女是少数，愿意结婚生孩子的，大部分都是以二胎、三胎为主。以后独生子女的压力会越来越大。不管是从就业，还是到以后的养老，压力都会增加。
当形成这种情况的时候，在各种社会资源的争夺当中，独生子女将要面对对方几个兄弟姐妹抱团的争夺。
简单来说，就是自己的一个孩子，要PK对方2到3个孩子，想想是不是很恐怖！
#生育#",2023年06月26日 11:40
4916845452460152,6022559106,"#年轻人恐婚恐育的真正原因是什么#
现在工作只能温饱 谈什么生育 难道人均富二代？",2023年06月26日 11:39
4916845226233667,5871624700,"#年轻人恐婚恐育的真正原因是什么#
其实是穷，结不起。也不敢生，也不想找个祖宗",2023年06月26日 11:38
4916845197136681,1279292577,"#年轻人恐婚恐育的真正原因是什么#
这事不能说的太细",2023年06月26日 11:38
4916845155192431,5677938858,"#年轻人恐婚恐育的真正原因是什么#
看看图
应该知道了吧",2023年06月26日 11:38
4916845137888682,7514662777,"#年轻人恐婚恐育的真正原因是什么#
我有个不切实际的想法，政府应该大力宣传以及撮合，让城市找不到对象的大龄女青年，对接农村的优质未婚青年，可以全部嫁到农村去。那样既解决了农村单身汉的社会问题，同时又提高了生育率。岂不两全其美？",2023年06月26日 11:38
4916845075237043,7005829885,"#年轻人恐婚恐育的真正原因是什么#
烦死张歆艺了",2023年06月26日 11:37
4916844953863823,7458163810,"#年轻人恐婚恐育的真正原因是什么#
看了电影消失的她，更恐了",2023年06月26日 11:37
4916844841144475,3025433935,"#年轻人恐婚恐育的真正原因是什么#
性别女，不恐婚才更难理解吧",2023年06月26日 11:37
4916844827251202,6082002521,"#年轻人恐婚恐育的真正原因是什么#
一群208的说《理解》是找要骂吗？",2023年06月26日 11:37
4916844664981612,5170277371,"#年轻人恐婚恐育的真正原因是什么#
不自由，还有穷",2023年06月26日 11:36
4916844379767506,7480725003,"#为什么许多年轻人不想结婚#
民政部最近公布的数据，2022年，中国结婚登记683.3万对，较上一年减少80.3万对，这是民政部自1986年开始公布结婚登记数据以来的历史新低。如同一条抛物线，自2013年达到1346.93万对的顶峰后，中国结婚登记量连续9年下降，终于在2022年跌破700万对。你认为
#年轻人恐婚恐育的真正原因是什么#
？
为什么年轻人结婚意愿降低了？👀",2023年06月26日 11:35
4916844354338965,7390308377,"#年轻人恐婚恐育的真正原因是什么#
心里没点数吗？因为穷，因为买不起房消费太高，除了工资低哪哪都高，能养活自己已经很不错了，还怎么养活一个家庭啊",2023年06月26日 11:35
4916844312398050,7168842505,"#年轻人恐婚恐育的真正原因是什么#
因为穷，经历
自己不配对后代负责。",2023年06月26日 11:34
4916844219597348,5788393961,"#年轻人恐婚恐育的真正原因是什么#
一个字穷。",2023年06月26日 11:34
4916844110807095,2241405443,"#那就清华呗#
#年轻人恐婚恐育的真正原因是什么#
建议这两个热搜一起看
户籍制度是隐匿的种姓制度",2023年06月26日 11:34
4916844068345310,1751788655,"#年轻人恐婚恐育的真正原因是什么#
怕负责，怕压力",2023年06月26日 11:33
4916843808032849,6890134358,"#年轻人恐婚恐育的真正原因是什么#
208W也能理解年轻人的难处？搞笑了，安安静静过岁月静好的日子就行了，别一天到晚代替年轻人发声。",2023年06月26日 11:32
4916843804099886,3024483527,"#年轻人恐婚恐育的真正原因是什么#
来自于各方面的压力都有，自己还没活明白，加上未来的不确定性，buff叠加了属于是！没几个年轻人拍胸脯说做好准备了吧！",2023年06月26日 11:32
4916843729652446,3613529400,"#年轻人恐婚恐育的真正原因是什么#
普通人就是因为没钱啊，还能是什么其他高端原因吗",2023年06月26日 11:32
4916843565027244,6017767387,"#年轻人恐婚恐育的真正原因是什么#
没有安全感",2023年06月26日 11:31
4916843503160057,3822176874,"#年轻人恐婚恐育的真正原因是什么#
听208W们说，等同于听砖家放P，一律当作是挑唆民众情绪、破坏组织团结。",2023年06月26日 11:31
4916843313103602,1866239914,"#年轻人恐婚恐育的真正原因是什么#
几岁才算年轻人？像我们70年代的人，23岁大学本科毕业，找到工作，安心工作学习，找到另一半也是有正式工作的，就正常结婚生子，根本不需要家长的自助了，可是现在的小孩，硕士毕业了，即使有一份工作，结婚生子，买房，全都要家里支持。",2023年06月26日 11:30
4916843074813984,5217993538,"#年轻人恐婚恐育的真正原因是什么#
你心里跟明镜一样，还问啥啊？你不知道？",2023年06月26日 11:30
4916842928015868,3166429070,"#年轻人恐婚恐育的真正原因是什么#
在结婚这个事情上受影响最大的是女性，已婚未育女性工作限制多，已婚已育女性只能二选一，要工作就不能顾家庭，顾家庭不能要工作，男性结婚生孩子只用走一步，剩下的99步都是女性去完成的，婚姻法，彩礼法，都是在限制女性权益，女性不能结婚不能用金钱衡量，那只能自己去挣钱，既然什么都需要女性自己承担，那为什么要结婚呢，图啥，图他年龄大不洗澡吗，呵呵，不是每个人的婚姻都是幸福的，虽然我已婚，也过得很幸福，但是就这个环境，我也不会建议其他女孩子盲目的走向婚姻，",2023年06月26日 11:29
4916842764440756,1248458591,"#年轻人恐婚恐育的真正原因是什么#
现在的年轻人年纪不大，已是满怀疲惫，满脸沧桑，什么都经过，什么都明白，什么都不相信，什么都无所谓，结果懒得结，孩子懒得生养，就觉得一个人更好。（荣戈博报）",2023年06月26日 11:28
4916842038560245,5789786840,"#年轻人恐婚恐育的真正原因是什么#
穷",2023年06月26日 11:25
4916841832782131,1740324212,"#年轻人恐婚恐育的真正原因是什么#
身心疲惫",2023年06月26日 11:25
4916841606809476,3612745891,"#年轻人恐婚恐育的真正原因是什么#
#袁弘#

@湖南卫视中国婚礼
（视频来源：湖南卫视中国婚礼，如有侵权联系删除）
L
高青融媒的微博视频",2023年06月26日 11:24
4916840889844540,6824844422,"#年轻人恐婚恐育的真正原因是什么#
婚姻没保障没钱，挣钱钱只够自己花，生育成本，嘉暴会四，瓢虫，出轨，丧夫式婚姻，结婚被打了结婚证就是免死金牌。
🙉🙉",2023年06月26日 11:21
4916840885127403,3871084196,"#年轻人恐婚恐育的真正原因是什么#
我都要活不下去了我还婚育个屁啊",2023年06月26日 11:21
4916840667810957,7765544088,"#年轻人恐婚恐育的真正原因是什么#
一群的208万就别对老百姓指指点点了",2023年06月26日 11:20
4916840575010804,7765544088,"#年轻人恐婚恐育的真正原因是什么#
恐婚不恐育。只是因为国家不允许单身女性享受生育的各种保险政策才不生的",2023年06月26日 11:20
4916840177077887,2017198025,"已婚妇女要记住这三个电话：
1.如果你在经济上有困难，请不起律师，可以拨打12348寻求法律援助。
2.如果你在婚姻中受到伤害，可以打12338，寻求有关部门帮助。
3.如果你遇到了家暴，及时拨打110，并且保管好报警和接警的回执，配合好警察做笔录，这将成为你日后和对方离婚的有力证据。
via律师张大姐  感谢分享[锦鲤附体]
网友讨论~
#年轻人恐婚恐育的真正原因是什么#
，无论如何相关法律知识马住
L
法治四川的微博视频",2023年06月26日 11:18
4916840003798355,7396271799,"#年轻人恐婚恐育的真正原因是什么#
因为女的可以随意被杀凶手还能得到庇护啊，问个屁啊问。",2023年06月26日 11:17
4916839723565766,3846698739,"#年轻人恐婚恐育的真正原因是什么#
“年轻人都是独生子女被宠着长大，习惯了以自己为中心，但是结婚是多了一个中心或者以对方为中心。独生子女希望对方来包容自己，但是没有爱的话，对方没有义务来包容自己。”
好讽刺",2023年06月26日 11:16
4916839693946148,5890194610,"#年轻人恐婚恐育的真正原因是什么#
为了被杀害，犯罪者得到应有的惩罚",2023年06月26日 11:16
4916839606125424,7734651486,"#年轻人恐婚恐育的真正原因是什么#
有没有可能是因为负担太大，还有一些其他原因，但大部分还是真的负担重",2023年06月26日 11:16
4916839509918133,7641608310,"#年轻人恐婚恐育的真正原因是什么#
如今越来越多的年轻人恐婚恐育，
@袁弘
和
@张歆艺
表示非常理解，结婚后要多一个中心或以对方为中心，幸福的婚姻要双方相互迁就。
你认为年轻人恐婚恐育的真正原因是什么呢？
#中国婚礼#

L
湖南卫视中国婚礼的微博视频",2023年06月26日 11:15
4916839505200549,7747564352,"#年轻人恐婚恐育的真正原因是什么#
一个人多好",2023年06月26日 11:15
4916839434158857,5629800910,"#年轻人恐婚恐育的真正原因是什么#
为了活命吧",2023年06月26日 11:15
4916839350011102,5456221876,"#年轻人恐婚恐育的真正原因是什么#
这种话题频繁上热搜。原因是啥？你说原因是啥？？心里没数吗？到底还在问什么呀",2023年06月26日 11:15
4916838376411151,5995092227,"#年轻人恐婚恐育的真正原因是什么#
遇到不合适的人加上社会新闻各种家暴等事件的渲染以及网络呈现的性别对立，抖音恋爱文化等等从而导致的恐婚恐育。在遇到现在的对象以前都蛮恐婚的，现在每天对象都会跟我感叹，生活好幸福。已经不恐婚了。",2023年06月26日 11:11
4916838297502501,6542703802,#年轻人恐婚恐育的真正原因是什么#,2023年06月26日 11:11
4916838260279209,1898910085,"#年轻人恐婚恐育的真正原因是什么#
就是经济压力大，输不起！没力气重新来过！物质基础都解决不了，何谈精神层面焦虑！
如果有个保姆，谁还计较谁带孩子多少？
双方家庭富足，谁计较家庭开支多少？
资源分配公平均匀，谁会为孩子未来担忧？
谁不想家庭美满，天伦之乐？但一想到因为一些经济金钱，一地鸡毛！算了！",2023年06月26日 11:10
4916838146772072,6190950810,"#年轻人恐婚恐育的真正原因是什么#
穷",2023年06月26日 11:10
4916837735992240,5183547871,"
法律超话

法律超话
已婚妇女要记住这三个电话：
1.如果你在经济上有困难，请不起律师，可以拨打12348寻求法律援助。
2.如果你在婚姻中受到伤害，可以打12338，寻求有关部门帮助。
3.如果你遇到了家暴，及时拨打110，并且保管好报警和接警的回执，配合好警察做笔录，这将成为你日后和对方离婚的有力证据。
via律师张大姐  感谢分享[锦鲤附体]
网友讨论~
#年轻人恐婚恐育的真正原因是什么#
，无论如何相关法律知识马住
@礼泉检察
传播法治人人学法

L
黄龙检察的微博视频",2023年06月26日 11:08
4916837286940197,5566882921,"#年轻人恐婚恐育的真正原因是什么#
如今越来越多的年轻人恐婚恐育，
@袁弘
和
@张歆艺
表示非常理解，结婚后要多一个中心或以对方为中心，幸福的婚姻要双方相互迁就。
你认为年轻人恐婚恐育的真正原因是什么呢？
#中国婚礼#

L
湖南卫视中国婚礼的微博视频",2023年06月26日 11:07
4916837219565711,5208125434,"#年轻人恐婚恐育的真正原因是什么#
因为没钱因为累啊，还能为啥",2023年06月26日 11:06
4916836930160517,7731563124,"#年轻人恐婚恐育的真正原因是什么#
难道不是因为没钱没时间吗？",2023年06月26日 11:05
4916836317009558,3904261140,"#年轻人恐婚恐育的真正原因是什么#
208们闭嘴吧",2023年06月26日 11:03
4916836087108712,6824844422,"#年轻人恐婚恐育的真正原因是什么#
独立子女比多子嘉庭更可能结婚。",2023年06月26日 11:02
4916835981465693,7409581639,"#年轻人恐婚恐育的真正原因是什么#
#女子被丈夫家暴16次需终身挂粪袋#
#传播女友隐私是否构成犯罪#
#",2023年06月26日 11:01
4916835495184003,1918305725,"#年轻人恐婚恐育的真正原因是什么#
天价房贷、婚育后失业、对象没有上进心用光花光、担心对象出轨小三上位
不结婚，我就没有这么多忧愁，不过手术签名也是一个麻烦，养老就见一步走一步，反正我很讨厌被约束。",2023年06月26日 10:59
4916835415754798,6878671058,"#年轻人恐婚恐育的真正原因是什么#
自私，就是因为这个，有限时间讨好自己不行么？想摆烂摆烂，想疯嗨疯嗨，生个孩子你试试？摆烂？疯嗨？  男人不结婚不用养家，不用被管，想咋地咋地，不想工作就躺家里，不好？女人不用伺候老公，不用伺候孩子，不好？ 这事没有男女对立之说，都是为了更自由，无可厚非，凭空造一个人，暮年的时候念想几天，却要用一辈子悉心浇灌，值不值？各有看法，人一生只有一次",2023年06月26日 10:59
4916835017823050,6659917603,"#年轻人恐婚恐育的真正原因是什么#
有了结婚证别人打你叫家暴，叫感情纠纷，他出轨有私生子还要回来分你的财产，这是什么绝世大怨种",2023年06月26日 10:58
4916834950974997,3607399694,"#年轻人恐婚恐育的真正原因是什么#
没钱，老一代的人经历战争、粮食关的时候就有钱了？家里不也是十个兄弟姐妹起步？现在和平年代，吃不穷穿不穷，身边没钱的人一天二胎三胎放在家里。不要一天拿经济说事，经济是一个原因，但不是真正的原因、核心的原因，更多是看惯了家暴、出轨、离婚、打官司、气进ICU之类事情太多，就真的懒了，要是说电视上的新闻上的看着图一乐也行，但是一想到有可能发生在自己身边就觉得无比惊悚了。",2023年06月26日 10:57
4916834544124139,3906564923,"
法律超话
已婚妇女要记住这三个电话：
1.如果你在经济上有困难，请不起律师，可以拨打12348寻求法律援助。
2.如果你在婚姻中受到伤害，可以打12338，寻求有关部门帮助。
3.如果你遇到了家暴，及时拨打110，并且保管好报警和接警的回执，配合好警察做笔录，这将成为你日后和对方离婚的有力证据。
via律师张大姐  感谢分享[锦鲤附体]
网友讨论~
#年轻人恐婚恐育的真正原因是什么#
，无论如何相关法律知识马住
@黄龙检察
传播法治人人学法

L
黄龙检察的微博视频",2023年06月26日 10:56
4916834484618295,6178091811,"#年轻人恐婚恐育的真正原因是什么#
不同层级的人有不同的原因，不能一概论之。明星的婚恋观和普通人都不一样，你怎么能说清楚别人不婚不育的原因呢？什么圈子的人说什么话，不要依你心度别人的想法。恐婚恐育是个很大的问题，是系统工程，不是几句话就能说清楚的。社会能做的是正面引导，千万不要责怪，埋怨，更不能乱扣帽子。",2023年06月26日 10:55
4916834111590227,6274084288,"#年轻人恐婚恐育的真正原因是什么#
背后的原因就是美帝及其西方的和平演变",2023年06月26日 10:54
4916833851277742,1400718594,"爱情的很多底层逻辑都扭曲了。。。
#年轻人恐婚恐育的真正原因是什么#
L
千年机遇_智越阶层_财福人生的微博视频",2023年06月26日 10:53
4916833721254707,5040984465,"#年轻人恐婚恐育的真正原因是什么#
劳民伤财的事咱不干，能不结果就不结，一个人非常好",2023年06月26日 10:52
4916833628719206,2393635530,#年轻人恐婚恐育的真正原因是什么#,2023年06月26日 10:52
4916833482182722,1807989184,"因为在这个用金钱衡量一切的时代，美满的婚姻和身心健康的孩子是真正的奢侈品。
#年轻人恐婚恐育的真正原因是什么#",2023年06月26日 10:51
4916833037058825,3310448101,"#年轻人恐婚恐育的真正原因是什么#
让一群养尊处优的明星网红发表个勾八言论，他们懂老百姓的苦？",2023年06月26日 10:50
4916832622086014,6136636125,"#年轻人恐婚恐育的真正原因是什么#
我说明星就别讨论这个话题了吧。你们在那装什么大尾巴狼呢
因为穷 因为穷 因为穷好吗 你们208就别猫哭耗子假慈悲了好吧",2023年06月26日 10:48
4916832559696232,2117690095,"#年轻人恐婚恐育的真正原因是什么#
中新网河北新闻6月25日电 (范熠)6月24日，秦皇岛市海港区举办“山盟海誓 缘定港城”青年联谊交友活动。
近年来，共青团海港区委充分发挥团组织资源优势，着眼青年实际需求，为青年打造联谊交友平台，以广大青年喜闻乐见的方式来增进青年交流互动，真正做到服务青年更精准、联系青年更紧密。(完)",2023年06月26日 10:48
4916832165434095,7477337688,"#年轻人恐婚恐育的真正原因是什么#
看看热一的电影不就懂了 ，谁敢结婚。",2023年06月26日 10:46
4916831976423534,6299452606,"#年轻人恐婚恐育的真正原因是什么#
结婚的成本太高，特别是生孩子后都没办法维持现在的生活水平",2023年06月26日 10:45
4916831687544044,5976415069,"#年轻人恐婚恐育的真正原因是什么#
怕死怕生娃怕失去自我怕被家暴怕出轨怕当不好家长角色最重要的是穷",2023年06月26日 10:44
4916831410719416,7422806367,"#年轻人恐婚恐育的真正原因是什么#
如今越来越多的年轻人恐婚恐育，
@袁弘
和
@张歆艺
表示非常理解，结婚后要多一个中心或以对方为中心，幸福的婚姻要双方相互迁就，大家你认为年轻人恐婚恐育的真正原因是什么呢？
#影视星聚汇#
L
湖南卫视中国婚礼的微博视频",2023年06月26日 10:43
4916831199953498,5262072428,"#年轻人恐婚恐育的真正原因是什么#
不会说可以花点钱请个人给你写个文案背一下，现在打工人写个文案又不贵，非要自以为是发表感想。
原因多了去了，不想结婚身边人却都认为应该结婚觉得不结婚很奇怪这个想法就已经够吓人了。",2023年06月26日 10:42
4916831082775501,6984509577,"#年轻人恐婚恐育的真正原因是什么#
看了下评论，感叹这社会真的太缺爱了。追求爱和自我都能被视为何不食肉糜，婚姻难道只是为了对抗世事艰难？什么叫我有那么多钱我也结婚…",2023年06月26日 10:42
4916831040834512,7637547737,"#年轻人恐婚恐育的真正原因是什么#
有钱我也不生，我自己花不香吗",2023年06月26日 10:42
4916830906876796,3514110305,"#年轻人恐婚恐育的真正原因是什么#
明星们说了避重就轻的话，他们根本不敢说，真正的原因是贫富差距。",2023年06月26日 10:41
4916830889578483,7266879592,"#年轻人恐婚恐育的真正原因是什么#
女性没有保障，家暴没人管，男人出轨，婆媳关系复杂，家务活都是女人做，怀孕影响工作大概就这些吧",2023年06月26日 10:41
4916830856021109,3728526493,"#年轻人恐婚恐育的真正原因是什么#
如今越来越多的年轻人恐婚恐育，
@袁弘
和
@张歆艺
表示非常理解，结婚后要多一个中心或以对方为中心，幸福的婚姻要双方相互迁就。
你认为年轻人恐婚恐育的真正原因是什么呢？
#中国婚礼#

L
湖南卫视中国婚礼的微博视频",2023年06月26日 10:41
4916830797304705,1582556875,"#年轻人恐婚恐育的真正原因是什么#
也不是恐婚 就是觉得有些东西不是必需品 要不要都行！！好好过有自主权的生活 总比当奴隶当老妈子强",2023年06月26日 10:41
4916830760075880,7511966271,"#年轻人恐婚恐育的真正原因是什么#
明星闭嘴，行吗，你们懂个der",2023年06月26日 10:41
4916830752215582,3288120210,"#年轻人恐婚恐育的真正原因是什么#
原因并不是袁弘和张歆艺在节目上说的：年轻人都是独生子女被宠大，习惯自己为中心让人来宠哦，
男人恐婚是假性的，只是不想花钱和被管，
女人恐婚是实实在在恐家暴、恐刑事案件如
#消失的她#
、恐丧偶育儿又伺候老公又要带娃、恐出轨pc、恐生几个孩子就被离婚扫地出门自己做单亲妈妈。
年轻人恐婚恐育原因：",2023年06月26日 10:41
4916830706076022,2261265244,"#年轻人恐婚恐育的真正原因是什么#
难道不是因为穷嘛",2023年06月26日 10:40
4916830528869239,2316579845,"#年轻人恐婚恐育的真正原因是什么#
太麻烦了",2023年06月26日 10:40
4916830390455781,2546024773,"#年轻人恐婚恐育的真正原因是什么#
生存条件太差导致",2023年06月26日 10:39
4916830366335803,3760243765,"#年轻人恐婚恐育的真正原因是什么#
因为穷",2023年06月26日 10:39
4916829980722508,2909733547,"#年轻人恐婚恐育的真正原因是什么#
因为穷",2023年06月26日 10:38
4916829971548150,1669359930,"发布了头条文章：《端午节是赞美好奇心的节日》
#土豆爱好者#

#年轻人恐婚恐育的真正原因是什么#

O
端午节是赞美好奇心的节日",2023年06月26日 10:37
4916829771007473,5453938154,"#年轻人恐婚恐育的真正原因是什么#
其实我并不恐婚，相反我很期待能遇到合适的人一起生活。但是我恐育，因为觉得自己的能力不够，并没有信心能养育好另一个生命。可能是因为我不美好的童年，所以在我没有完全准备好之前，不想随便让宝宝来到这世界，我不想让她经历过一遍我曾经吃过的苦，想给她很多很多的爱和物质。",2023年06月26日 10:37
4916829481076645,3194746404,"#年轻人恐婚恐育的真正原因是什么#
我都恐生娃了",2023年06月26日 10:36
4916829166769414,6461880193,"#年轻人恐婚恐育的真正原因是什么#
某国2018年曾做过一个研究，统计了当地人未婚·已婚·离婚·丧偶男女的平均寿命，得到了几个比较有趣的数据:
-平均寿命最短的是未婚男性：66岁；
-平均寿命第二短的是离婚男性：72岁；
-独身女性（无论是终生未婚（82）还是离婚（81））的平均寿命都比已婚女性（78）要长；
-已婚男性（81）的平均寿命比已婚女性（78）要长。
所以结论是：男性靠婚姻，吸血女性续了命。",2023年06月26日 10:34
4916828231438541,1645752321,"#年轻人恐婚恐育的真正原因是什么#
站在上帝的角度分析的真好，真的是因为简单的以自我为中心吗？采访的人群就是社会极少数，这基数就不对好吗！！！",2023年06月26日 10:31
4916828188706621,1222923185,"#年轻人恐婚恐育的真正原因是什么#
明星艺人偷税漏税的真正原因是什么？",2023年06月26日 10:30
4916827992101458,7721468448,"#年轻人恐婚恐育的真正原因是什么#
他为什么要结婚？
不结婚有什么不好
结婚有什么好呀
除了鸡毛蒜皮和一地鸡毛
还有什么
享受当下的时光不好么，以后   谁知道以后是什么样子？
这个也许就是当下年轻人的心态吧",2023年06月26日 10:30
4916827941242809,5992983750,"#年轻人恐婚恐育的真正原因是什么#
没钱",2023年06月26日 10:29
4916827690108827,6236324179,"#年轻人恐婚恐育的真正原因是什么#
一是穷 二是对生活的将就吧
穷是原罪 结婚花钱 生孩子花钱 养孩子更花钱 将就  没有谁是十全十美的 你看得出来他有很多习惯、性格是你不喜欢的 但还是选择了将就 时间久了 忍不了的麻木了 不喜欢的也就这样了 越来越无趣 越来越压抑
真烦",2023年06月26日 10:28
4916827518666643,5049142386,"#年轻人恐婚恐育的真正原因是什么#
感同身受过父母的不幸。折射给自己的不安全感。没有财力没有感情储备之前不要结婚！",2023年06月26日 10:28
4916827496384551,1208423094,"#年轻人恐婚恐育的真正原因是什么#
婚姻男主外女主内这个架构本身就对男的利大于弊,对女的弊大于利
而安于主内女的不一定会被感恩善待家庭稳定 还可能以不求上进不思进取而遭嫌对
相比嫁娶谁都错的婚,挣钱才是唯一正确的选项",2023年06月26日 10:28
4916827433467984,7487809145,"#年轻人恐婚恐育的真正原因是什么#
因为没钱",2023年06月26日 10:27
4916827123092728,1826753822,"#年轻人恐婚恐育的真正原因是什么#
经济压力太大吧，还有就是总是爆出婚姻不幸福的例子，其实婚姻幸福的也很多，只是大家都看到了不好的",2023年06月26日 10:26
4916826788334136,3603341783,"#年轻人恐婚恐育的真正原因是什么#
真是富人不知穷人的苦，恐婚恐育最根本的原因是没钱。",2023年06月26日 10:25
4916826687671351,6256055689,"#年轻人恐婚恐育的真正原因是什么#
婚姻法都成枷锁啦还结个屁的婚
如果结婚可以给一个男人打女性不用担责，给男人出轨免责、那么为啥要结婚呢？",2023年06月26日 10:24
